"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2012","2012",2964053,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2013","2013",3071224,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2014","2014",3140814,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2015","2015",3111168,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2016","2016",3098148,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2017","2017",3295382,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2018","2018",3553900,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2019","2019",3568488,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","NOR","Norway","2020","2020",3413450,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2010","2010",1446844,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2011","2011",1565251,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2012","2012",1623442,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2013","2013",1646724,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2014","2014",1711244,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2015","2015",1801112,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2016","2016",1863487,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2017","2017",1989835,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2018","2018",2121555,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2019","2019",2287738,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","POL","Poland","2020","2020",2317089,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2010","2010",179610.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2011","2011",176096.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2012","2012",168295.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2013","2013",170492.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2014","2014",173053.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2015","2015",179713.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2016","2016",186489.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2017","2017",195947.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2018","2018",205184.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2019","2019",213949.3,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","PRT","Portugal","2020","2020",202465.7,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2010","2010",68188.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2011","2011",71304.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2012","2012",73575.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2013","2013",74448.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2014","2014",76269.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2015","2015",79767.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2016","2016",81051.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2017","2017",84488.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2018","2018",89356.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2019","2019",93900.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVK","Slovak Republic","2020","2020",91555.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2010","2010",1072709,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2011","2011",1063763,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2012","2012",1031099,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2013","2013",1020348,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2014","2014",1032158,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2015","2015",1077590,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2016","2016",1113840,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2017","2017",1161867,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2018","2018",1204241,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2019","2019",1244772,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ESP","Spain","2020","2020",1121698,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2010","2010",3573581,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2011","2011",3727905,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2012","2012",3743086,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2013","2013",3822671,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2014","2014",3992730,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2015","2015",4260470,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2016","2016",4415031,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2017","2017",4625094,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2018","2018",4828306,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2019","2019",5025063,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SWE","Sweden","2020","2020",4951553,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2010","2010",629325.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2011","2011",641200.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2012","2012",648980.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2013","2013",660648.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2014","2014",672818.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2015","2015",675735.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2016","2016",685441,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2017","2017",693694.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2018","2018",719613.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2019","2019",726920.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHE","Switzerland","2020","2020",702224.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2010","2010",1167664.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2011","2011",1404927.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2012","2012",1581479.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2013","2013",1823427.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2014","2014",2054897.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2015","2015",2350941.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2016","2016",2626559.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2017","2017",3133704.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2018","2018",3758315.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2019","2019",4320191.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","TUR","Turkey","2020","2020",5047909.5,"P","Provisional value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2010","2010",1606027,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2011","2011",1660141,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2012","2012",1711770,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2013","2013",1780336,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2014","2014",1863008,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2015","2015",1919641,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2016","2016",1994712,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2017","2017",2068757,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2018","2018",2141792,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2019","2019",2217787,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","GBR","United Kingdom","2020","2020",2112039,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2010","2010",14992052,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2011","2011",15542582,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2012","2012",16197007,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2013","2013",16784851,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2014","2014",17527258,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2015","2015",18238301,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2016","2016",18745075,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2017","2017",19542980,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2018","2018",20611861,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2019","2019",21433226,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","USA","United States","2020","2020",20936600,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2010","2010",3885847,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2011","2011",4376382,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2012","2012",4814760,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2013","2013",5331619,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2014","2014",5778953,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2015","2015",5995787,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2016","2016",6269328,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2017","2017",6585479,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","BRA","Brazil","2018","2018",7004141,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2010","2010",111508610.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2011","2011",122006090.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2012","2012",129947342.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2013","2013",137876215.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2014","2014",148599453.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2015","2015",159553348.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2016","2016",169537387.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2017","2017",179749461.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2018","2018",190825823.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2019","2019",196379332.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHL","Chile","2020","2020",200512436.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2010","2010",41211930,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2011","2011",48794020,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2012","2012",53858000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2013","2013",59296320,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2014","2014",64356310,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2015","2015",68885820,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2016","2016",74639510,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2017","2017",83203600,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2018","2018",91928110,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","CHN","China (People's Republic of)","2019","2019",99086510,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2010","2010",14863.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2011","2011",16829.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2012","2012",18050.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2013","2013",19033.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2014","2014",20180,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2015","2015",20782.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2016","2016",21931.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2017","2017",23857.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2018","2018",25937.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2019","2019",28112.4,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","EST","Estonia","2020","2020",27166.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2010","2010",75479114.5,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2011","2011",87363287.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2012","2012",99440131,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2013","2013",112335216.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2014","2014",124679592.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2015","2015",137640372.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2016","2016",152537135.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IND","India","2017","2017",167731450,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2010","2010",6864133100,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2011","2011",7831726000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2012","2012",8615704500,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2013","2013",9546134000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2014","2014",10569705300,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2015","2015",11526332800,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2016","2016",12401728500,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2017","2017",13589825700,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2018","2018",14838756000,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2019","2019",15832535400,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","IDN","Indonesia","2020","2020",15434151800,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2010","2010",874920.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2011","2011",933942.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2012","2012",991639.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2013","2013",1056842.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2014","2014",1109327.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2015","2015",1166526.5,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2016","2016",1223668.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2017","2017",1269447.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2018","2018",1330142.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2019","2019",1406748.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ISR","Israel","2020","2020",1383688.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2010","2010",49739675.2,"E","Estimated value"
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2011","2011",60114000.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2012","2012",68103449.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2013","2013",72985701.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2014","2014",79030040.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2015","2015",83087360.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2016","2016",85616083.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2017","2017",91843154.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2018","2018",104629637.7,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","RUS","Russia","2019","2019",110046051.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2010","2010",36363.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2011","2011",37058.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2012","2012",36253.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2013","2013",36454.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2014","2014",37634.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2015","2015",38852.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2016","2016",40443.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2017","2017",43009.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2018","2018",45862.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2019","2019",48392.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","SVN","Slovenia","2020","2020",46297.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2010","2010",2748008.3,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2011","2011",3023659.1,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2012","2012",3253851.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2013","2013",3539977,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2014","2014",3805349.6,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2015","2015",4049884.2,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2016","2016",4359060.8,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2017","2017",4653578.9,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2018","2018",4873899,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2019","2019",5077625,,
"ECONPIBN","Gross domestic product (GDP)","MLLNCUMT","Million of national currency units","ZAF","South Africa","2020","2020",4973974.6,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2010","2010",69386.5,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2011","2011",73301.5,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2012","2012",75509.7,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2013","2013",76975.4,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2014","2014",79084,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2015","2015",79613.8,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2016","2016",80403.4,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2017","2017",80739.6,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2018","2018",81782.4,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUS","Australia","2019","2019",83602.5,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2010","2010",36433.4,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2011","2011",37174.5,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2012","2012",38271.5,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2013","2013",39128.6,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2014","2014",40070.2,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2015","2015",40933.7,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2016","2016",41928.3,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2017","2017",42636.1,,
"ECONAVPW","Average annual wages","NATCUNMT","Current prices in NCU","AUT","Austria","2018","2018",43634.3,,
